,_unit_id,_golden,_unit_state,_trusted_judgments,verify_relationship,verify_relationship:confidence,chemical_id,chemical_name,disease_id,disease_name,form_sentence,pmid,relation_pair_id,uniq_id
3318,3318,0,0,5,1,0.7948,203,596,811,781,3451,17323187,1385,2516
3319,3319,0,0,5,1,1.0,195,767,188,448,3448,17323187,1382,2517
3320,3320,0,0,5,1,1.0,737,38,811,781,3454,17323187,1391,2518
3321,3321,0,0,5,1,0.7981,591,1057,811,781,3453,17323187,1388,2519
3322,3322,0,0,5,1,0.6029,171,458,811,781,425,17323187,1381,2520
3323,3323,0,0,5,1,1.0,171,458,188,448,424,17323187,1377,2522
3324,3324,0,0,5,1,1.0,591,1057,188,448,3449,17323187,1386,2523
3325,3325,0,0,5,1,0.599,737,38,188,448,3450,17323187,1389,2524
3326,3326,0,0,5,1,1.0,171,458,811,87,426,17323187,1381,2525
3327,3327,0,0,5,1,1.0,171,1293,503,754,2980,17323187,1378,2526
3328,3328,0,0,5,1,1.0,591,1057,503,754,2984,17323187,1387,2527
3329,3329,0,0,5,1,1.0,171,1293,803,214,4672,17323187,1380,2528
3330,3330,0,0,5,1,1.0,862,1188,280,903,1881,17332362,1392,2529
3331,3331,0,0,5,1,1.0,508,889,477,623,2698,17391824,1394,2530
3332,3332,0,0,5,1,1.0,508,889,477,623,4265,17391824,1394,2531
3333,3333,0,0,5,1,0.7925,508,889,477,623,1151,17391824,1394,2533
3334,3334,0,0,5,1,1.0,117,1479,227,812,1795,17397100,1397,2534
3335,3335,0,0,5,0,1.0,117,1479,363,1054,11,17397100,1398,2535
3336,3336,0,0,5,1,0.794,737,1341,771,1578,4510,17407365,1399,2536
3337,3337,0,0,5,0,0.7841,336,84,646,1136,52,17418699,1406,2537
3338,3338,0,0,5,1,1.0,640,1142,792,238,1189,17425956,1407,2538
3339,3339,0,0,5,1,1.0,660,1184,74,475,5144,17426890,1408,2539
3340,3340,0,0,5,1,1.0,660,1184,74,475,3296,17426890,1408,2540
3341,3341,0,0,5,1,1.0,660,1184,74,475,3830,17426890,1408,2541
3342,3342,0,0,5,1,1.0,382,679,271,1507,2157,17443568,1410,2542
3343,3343,0,0,5,1,1.0,52,834,271,1507,2156,17443568,1409,2544
3344,3344,0,0,5,1,1.0,506,885,271,1507,4438,17443568,1411,2545
3345,3345,0,0,5,0,0.8068,506,885,293,934,5221,17443568,1412,2546
3346,3346,0,0,5,1,1.0,506,885,271,1507,3159,17443568,1411,2547
3347,3347,0,0,5,1,1.0,540,962,317,607,2449,17451279,1413,2548
3348,3348,0,0,5,1,1.0,897,942,370,1462,2500,17451279,1415,2549
3349,3349,0,0,5,1,1.0,540,962,370,1462,2499,17451279,1414,2550
3350,3350,0,0,5,1,1.0,245,884,477,1409,1857,17457047,1416,2551
3351,3351,0,0,5,1,1.0,245,221,477,1409,211,17457047,1416,2552
3352,3352,0,0,5,1,1.0,793,1464,477,1409,1858,17457047,1417,2553
3353,3353,0,0,5,1,1.0,245,884,477,1409,5314,17457047,1416,2556
3354,3354,0,0,5,1,1.0,245,884,477,1409,3414,17457047,1416,2557
3355,3355,0,0,5,1,1.0,245,884,477,1409,4086,17457047,1416,2558
3356,3356,0,0,5,1,1.0,245,884,477,324,651,17457047,1416,2559
3357,3357,0,0,5,1,1.0,517,1246,236,823,1038,17462553,1418,2560
3358,3358,0,0,5,1,1.0,607,1089,666,184,3409,17504172,1422,2561
3359,3359,0,0,5,0,1.0,607,1089,224,806,2062,17504172,1421,2562
3360,3360,0,0,5,1,1.0,607,1089,666,183,605,17504172,1422,2563
3361,3361,0,0,5,1,1.0,654,384,94,1097,363,17505984,1423,2564
3362,3362,0,0,5,0,0.7951,654,384,646,584,364,17505984,1425,2565
3363,3363,0,0,5,0,0.8359,654,1161,795,1262,2399,17505984,1426,2567
3364,3364,0,0,5,0,0.802,654,1161,303,583,2398,17505984,1424,2568
3365,3365,0,0,5,1,1.0,280,164,477,83,924,17522334,1427,2569
3366,3366,0,0,5,1,0.8048,555,259,415,1192,3187,17540037,1428,2570
3367,3367,0,0,5,1,1.0,555,259,756,163,3188,17540037,1429,2571
3368,3368,0,0,5,1,0.8343,896,1034,756,68,1128,17540037,1430,2572
3369,3369,0,0,5,1,1.0,896,1034,756,68,2665,17540037,1430,2573
3370,3370,0,0,5,1,1.0,38,939,796,84,2885,17544264,1431,2574
3371,3371,0,0,5,1,1.0,38,939,796,84,3033,17544264,1431,2575
3372,3372,0,0,5,1,1.0,38,939,796,84,4849,17544264,1431,2576
3373,3373,0,0,5,0,0.5895,515,905,649,1127,3072,17545776,1432,2578
3374,3374,0,0,5,1,0.804,649,1155,321,984,1403,17578949,1434,2579
3375,3375,0,0,5,0,1.0,649,1363,872,1679,1594,17578949,1435,2580
3376,3376,0,0,5,1,0.6143,649,1363,872,1679,1400,17578949,1435,2581
3377,3377,0,0,5,1,1.0,649,1363,321,984,1401,17578949,1434,2582
3378,3378,0,0,5,1,1.0,649,1363,321,984,1390,17578949,1434,2583
3379,3379,0,0,5,0,0.8057,649,1363,872,1679,4635,17578949,1435,2584
3380,3380,0,0,5,1,1.0,782,1452,250,1216,2746,17608830,1437,2585
3381,3381,0,0,5,1,1.0,783,1453,250,1216,5058,17608830,1438,2586
3382,3382,0,0,5,1,0.8032,808,1491,502,1391,1879,17611855,1443,2587
3383,3383,0,0,5,1,1.0,808,1491,619,911,1880,17611855,1444,2589
3384,3384,0,0,5,0,0.5818,808,1491,276,1779,5618,17611855,1442,2590
3385,3385,0,0,5,1,1.0,808,1491,502,283,5617,17611855,1443,2591
3386,3386,0,0,5,1,0.8011,507,888,678,60,556,17611855,1440,2592
3387,3387,0,0,5,1,1.0,431,1492,678,60,557,17611855,1439,2593
3388,3388,0,0,5,1,1.0,508,889,619,911,3233,17611855,1441,2594
3389,3389,0,0,5,1,1.0,808,1491,619,911,3234,17611855,1444,2595
3390,3390,0,0,5,1,0.6154,438,775,218,795,804,17612931,1446,2596
3391,3391,0,0,5,1,1.0,438,775,160,275,4921,17612931,1445,2597
3392,3392,0,0,5,1,1.0,438,775,160,275,4604,17612931,1445,2598
3393,3393,0,0,5,1,1.0,438,162,477,1476,161,17639394,1451,2600
3394,3394,0,0,5,1,0.7895,438,775,477,1476,2616,17639394,1451,2601
3395,3395,0,0,5,1,0.7963,547,973,477,1696,2843,17639394,1452,2602
3396,3396,0,0,5,1,0.5764,325,581,477,1696,2844,17639394,1450,2603
3397,3397,0,0,5,1,0.6022,438,775,477,1708,2417,17639394,1451,2604
3398,3398,0,0,5,1,1.0,352,620,257,1733,5382,17654274,1456,2605
3399,3399,0,0,5,1,1.0,221,1496,257,1733,5383,17654274,1454,2606
3400,3400,0,0,5,1,1.0,221,1496,236,823,5366,17654274,1453,2607
3401,3401,0,0,5,1,1.0,352,620,236,823,5365,17654274,1455,2608
3402,3402,0,0,5,1,1.0,447,165,571,1564,166,17685738,1462,2609
3403,3403,0,0,5,0,0.6081,447,165,751,580,167,17685738,1463,2611
3404,3404,0,0,5,1,0.6094,447,790,218,118,581,17685738,1461,2612
3405,3405,0,0,5,1,0.8042,441,780,525,1445,1118,17686226,1464,2613
3406,3406,0,0,5,1,1.0,705,1263,694,333,1119,17686226,1469,2614
3407,3407,0,0,5,1,0.7849,441,780,694,333,1117,17686226,1466,2615
3408,3408,0,0,5,1,1.0,705,1263,525,1445,1120,17686226,1467,2616
3409,3409,0,0,5,1,0.8018,705,1263,666,187,1116,17686226,1468,2617
3410,3410,0,0,5,1,1.0,441,780,666,187,1115,17686226,1465,2618
3411,3411,0,0,5,1,1.0,681,1222,303,1095,2535,17706400,1472,2619
3412,3412,0,0,5,1,0.5987,681,1222,324,991,2526,17706400,1473,2620
3413,3413,0,0,5,1,1.0,812,1064,436,1235,3520,17710425,1474,2622
3414,3414,0,0,5,1,1.0,812,1064,436,1235,5116,17710425,1474,2623
3415,3415,0,0,5,1,1.0,812,313,436,1235,302,17710425,1474,2624
3416,3416,0,0,5,1,1.0,812,1064,436,1235,2513,17710425,1474,2625
3417,3417,0,0,5,1,1.0,585,1033,204,769,4310,17713456,1476,2626
3418,3418,0,0,5,0,1.0,608,1090,204,769,4307,17713456,1478,2627
3419,3419,0,0,5,1,0.8121,585,1033,803,214,4311,17713456,1477,2628
3420,3420,0,0,5,0,0.8121,608,1090,803,214,4308,17713456,1479,2629
3421,3421,0,0,5,1,1.0,585,1033,135,587,3114,17713456,1475,2630
3422,3422,0,0,5,1,1.0,24,1498,477,1696,2331,17766838,1480,2631
3423,3423,0,0,5,1,1.0,459,810,477,1425,1270,17805036,1485,2633
3424,3424,0,0,5,0,1.0,459,810,217,990,1269,17805036,1483,2634
3425,3425,0,0,5,0,0.589,459,810,319,982,1268,17805036,1484,2635
3426,3426,0,0,5,1,1.0,144,765,319,982,3139,17805036,1482,2636
3427,3427,0,0,5,0,0.6006,459,810,217,164,3293,17805036,1483,2637
3428,3428,0,0,5,1,0.5956,567,994,217,164,3294,17805036,1486,2638
3429,3429,0,0,5,1,1.0,144,158,217,164,149,17805036,1481,2639
3430,3430,0,0,5,1,1.0,439,1043,187,701,722,17823640,1487,2640
3431,3431,0,0,5,1,1.0,524,926,648,755,725,17823640,1490,2641
3432,3432,0,0,5,1,1.0,439,1043,648,755,724,17823640,1488,2642
3433,3433,0,0,5,1,1.0,524,926,187,701,723,17823640,1489,2644
3434,3434,0,0,5,1,1.0,540,962,477,1396,3562,17825886,1495,2645
3435,3435,0,0,5,1,1.0,147,464,477,1396,434,17825886,1492,2646
3436,3436,0,0,5,1,0.7806,147,464,477,1696,435,17825886,1492,2647
3437,3437,0,0,5,1,0.8084,147,1302,218,795,5593,17825886,1491,2648
3438,3438,0,0,5,1,0.8112,147,1302,477,1396,5594,17825886,1492,2649
3439,3439,0,0,5,1,0.8142,147,1302,477,1396,1301,17825886,1492,2650
3440,3440,0,0,5,1,1.0,343,605,477,291,648,17825886,1493,2651
3441,3441,0,0,5,1,1.0,540,962,477,291,647,17825886,1495,2652
3442,3442,0,0,5,1,0.7995,147,1302,477,291,646,17825886,1492,2653
3443,3443,0,0,5,1,1.0,540,962,218,795,5591,17825886,1494,2655
3444,3444,0,0,5,1,0.7981,540,962,477,1396,5589,17825886,1495,2656
3445,3445,0,0,5,1,1.0,147,1302,218,795,5592,17825886,1491,2657
3446,3446,0,0,5,1,0.7921,147,1302,477,1396,5590,17825886,1492,2658
3447,3447,0,0,5,1,0.8053,540,962,477,1396,3200,17825886,1495,2659
3448,3448,0,0,5,1,0.7914,147,1302,477,1396,3199,17825886,1492,2660
3449,3449,0,0,5,1,1.0,147,1302,477,1396,2699,17825886,1492,2661
3450,3450,0,0,5,1,1.0,330,799,879,512,1810,17826020,1496,2662
3451,3451,0,0,5,1,1.0,749,1376,879,29,5466,17826020,1497,2663
3452,3452,0,0,5,1,1.0,330,799,879,512,1026,17826020,1496,2664
3453,3453,0,0,5,1,1.0,336,892,761,839,4563,17879500,1501,2667
3454,3454,0,0,5,1,1.0,336,892,493,1361,4562,17879500,1500,2668
3455,3455,0,0,5,1,1.0,199,468,493,1361,440,17879500,1499,2669
3456,3456,0,0,5,1,1.0,19,919,119,560,844,17883883,1502,2670
3457,3457,0,0,5,1,1.0,19,232,119,560,1455,17883883,1502,2671
3458,3458,0,0,5,1,0.8108,696,1242,691,782,2832,17893628,1508,2672
3459,3459,0,0,5,1,0.8057,585,1033,691,782,2831,17893628,1505,2673
3460,3460,0,0,5,1,1.0,696,1242,691,782,5114,17893628,1508,2674
3461,3461,0,0,5,1,1.0,585,1033,691,782,5113,17893628,1505,2675
3462,3462,0,0,5,0,0.5760000000000001,585,1033,394,229,630,17893628,1504,2676
3463,3463,0,0,5,0,0.7976,585,1033,195,288,2726,17893628,1503,2678
3464,3464,0,0,5,1,0.5924,696,1242,394,229,631,17893628,1507,2679
3465,3465,0,0,5,0,0.5981,696,1242,195,288,2727,17893628,1506,2680
3466,3466,0,0,5,1,1.0,585,1033,394,1143,3285,17893628,1504,2681
3467,3467,0,0,5,1,0.8003,696,1242,394,1143,3284,17893628,1507,2682
3468,3468,0,0,5,1,0.6017,233,722,477,1711,1788,17904787,1510,2683
3469,3469,0,0,5,1,0.7942,81,1487,477,1711,1793,17904787,1509,2684
3470,3470,0,0,5,1,1.0,233,722,477,1711,4318,17904787,1510,2685
3471,3471,0,0,5,1,1.0,81,1487,477,623,4049,17904787,1509,2686
3472,3472,0,0,5,1,1.0,233,148,477,1705,137,17904787,1510,2687
3473,3473,0,0,5,1,1.0,81,1487,477,1705,1395,17904787,1509,2689
3474,3474,0,0,5,1,0.6022,787,1457,816,75,570,17912226,1512,2690
3475,3475,0,0,5,0,0.5995,432,758,816,75,571,17912226,1511,2691
3476,3476,0,0,5,1,0.5951,920,1373,742,1575,3080,17912226,1514,2692
3477,3477,0,0,5,1,0.809,920,1373,816,74,3081,17912226,1515,2693
3478,3478,0,0,5,1,0.8220000000000001,920,1373,40,1324,3079,17912226,1513,2694
3479,3479,0,0,5,1,1.0,135,997,159,588,2684,17922128,1517,2695
3480,3480,0,0,5,1,1.0,135,997,477,1696,2630,17922128,1518,2696
3481,3481,0,0,5,1,1.0,186,423,571,1564,386,17927485,1519,2697
3482,3482,0,0,5,1,1.0,186,1190,571,1564,3610,17927485,1519,2698
3483,3483,0,0,5,1,1.0,186,423,571,1564,385,17927485,1519,2700
3484,3484,0,0,5,1,0.6021,881,1017,389,713,896,17976883,1525,2701
3485,3485,0,0,5,1,0.5803,960,1244,389,713,895,17976883,1526,2702
3486,3486,0,0,5,0,1.0,569,998,411,1434,1169,17980183,1530,2703
3487,3487,0,0,5,0,1.0,569,998,474,1319,3478,17980183,1531,2704
3488,3488,0,0,5,1,1.0,569,998,243,1423,1171,17980183,1528,2705
3489,3489,0,0,5,1,1.0,569,998,554,1542,1172,17980183,1532,2706
3490,3490,0,0,5,1,1.0,569,998,324,1148,1170,17980183,1529,2707
3491,3491,0,0,5,1,1.0,569,998,150,639,1173,17980183,1527,2708
3492,3492,0,0,5,0,1.0,569,998,411,1434,1167,17980183,1530,2709
3493,3493,0,0,5,0,1.0,569,998,474,1319,1168,17980183,1531,2711
3494,3494,0,0,5,1,1.0,616,1101,510,329,2877,17982887,1534,2712
3495,3495,0,0,5,1,1.0,616,1102,510,302,1922,17982887,1534,2713
3496,3496,0,0,5,1,0.7959999999999999,616,321,510,301,4447,17982887,1534,2714
3497,3497,0,0,5,1,1.0,586,289,510,301,4448,17982887,1533,2715
3498,3498,0,0,5,1,1.0,616,321,510,301,4215,17982887,1534,2716
3499,3499,0,0,5,1,1.0,620,1106,700,582,3531,17984104,1536,2717
3500,3500,0,0,5,1,1.0,863,1292,700,582,3530,17984104,1538,2718
3501,3501,0,0,5,1,1.0,863,1292,363,1054,4801,17984104,1537,2719
3502,3502,0,0,5,1,1.0,620,1106,700,10,4802,17984104,1536,2720
3503,3503,0,0,5,1,1.0,863,1292,700,10,4800,17984104,1538,2722
3504,3504,0,0,5,1,1.0,620,1106,363,1054,4803,17984104,1535,2723
3505,3505,0,0,5,1,1.0,620,1106,700,10,1969,17984104,1536,2724
3506,3506,0,0,5,1,1.0,863,1292,700,10,1968,17984104,1538,2725
3507,3507,0,0,5,1,1.0,620,1106,700,10,2465,17984104,1536,2726
3508,3508,0,0,5,1,1.0,863,1292,700,10,2464,17984104,1538,2727
3509,3509,0,0,5,1,0.8117,643,1148,166,680,1612,17987590,1539,2728
3510,3510,0,0,5,0,0.8056,640,380,492,270,359,17990061,1543,2729
3511,3511,0,0,5,0,1.0,640,380,473,1316,358,17990061,1542,2730
3512,3512,0,0,5,0,1.0,640,380,241,837,357,17990061,1540,2731
3513,3513,0,0,5,1,1.0,640,1142,492,269,5088,17990061,1543,2733
3514,3514,0,0,5,0,0.5957,640,1142,772,1728,5089,17990061,1545,2734
3515,3515,0,0,5,0,0.7929999999999999,640,1142,473,1316,5087,17990061,1542,2735
3516,3516,0,0,5,1,0.6094,640,1142,241,837,5086,17990061,1540,2736
3517,3517,0,0,5,0,0.8056,640,1142,492,271,1671,17990061,1543,2737
3518,3518,0,0,5,0,1.0,640,1142,772,1728,1672,17990061,1545,2738
3519,3519,0,0,5,0,0.7769,640,1142,473,1316,1670,17990061,1542,2739
3520,3520,0,0,5,0,0.5912,640,1142,241,125,587,17990061,1540,2740
3521,3521,0,0,5,0,1.0,640,1142,473,1316,4053,17990061,1542,2741
3522,3522,0,0,5,1,1.0,640,1142,492,269,2995,17990061,1543,2742
3523,3523,0,0,5,1,0.4134,640,1142,473,1316,2994,17990061,1542,2744
3524,3524,0,0,5,0,0.408,640,1142,241,837,2993,17990061,1540,2745
3525,3525,0,0,5,0,0.6028,640,1142,671,1763,3197,17990061,1544,2746
3526,3526,0,0,5,0,0.8026,640,1142,241,837,944,17990061,1540,2747
3527,3527,0,0,5,0,0.5952,640,1142,473,1316,945,17990061,1542,2748
3528,3528,0,0,5,0,1.0,640,1142,450,1268,946,17990061,1541,2749
3529,3529,0,0,5,1,1.0,329,69,680,113,2103,18006696,1549,2750
3530,3530,0,0,5,1,1.0,329,69,477,1477,2104,18006696,1548,2751
3531,3531,0,0,5,0,0.5815,749,1378,377,1083,4590,18056697,1550,2752
3532,3532,0,0,5,1,0.5902,508,223,477,1709,216,18060053,1551,2753
3533,3533,0,0,5,1,1.0,508,889,560,1546,5520,18060053,1552,2755
3534,3534,0,0,5,1,0.6239,508,889,477,1702,5521,18060053,1551,2756
3535,3535,0,0,5,1,1.0,920,499,174,1162,463,18070096,1553,2757
3536,3536,0,0,5,1,1.0,920,1373,174,1162,1032,18070096,1553,2758
3537,3537,0,0,5,1,1.0,920,1354,174,1162,5351,18070096,1553,2759
3538,3538,0,0,5,1,0.8179,920,499,787,780,465,18070096,1555,2760
3539,3539,0,0,5,0,0.8084,920,1354,387,1117,1030,18070096,1554,2761
3540,3540,0,0,5,1,1.0,298,137,477,1696,3264,18155068,1557,2762
3541,3541,0,0,5,1,1.0,821,410,477,1696,377,18155068,1559,2763
3542,3542,0,0,5,1,1.0,298,137,474,1318,3265,18155068,1556,2764
3543,3543,0,0,5,1,0.7961,821,410,474,1318,378,18155068,1558,2766
3544,3544,0,0,5,0,1.0,15,641,218,795,1731,18158874,1560,2767
3545,3545,0,0,5,1,0.7947,15,641,407,1181,1732,18158874,1561,2768
3546,3546,0,0,5,1,0.8203,70,26,218,795,3971,18158874,1562,2769
3547,3547,0,0,5,1,0.612,349,365,218,795,3970,18158874,1563,2770
3548,3548,0,0,5,0,0.5958,70,23,218,795,2422,18158874,1562,2771
3549,3549,0,0,5,0,0.8009999999999999,781,72,31,190,2551,18164258,1564,2772
3550,3550,0,0,5,1,1.0,781,71,31,190,4700,18164258,1564,2773
3551,3551,0,0,5,1,0.6007,496,863,718,917,3519,18166095,1565,2774
3552,3552,0,0,5,1,1.0,276,1391,157,421,681,18166847,1566,2775
3553,3553,0,0,5,1,1.0,825,1165,157,421,682,18166847,1569,2779
3554,3554,0,0,5,1,0.8032,276,1391,157,1663,5539,18166847,1566,2780
3555,3555,0,0,5,1,0.5999,825,1165,157,1663,5538,18166847,1569,2781
3556,3556,0,0,5,1,1.0,825,1165,729,1227,5326,18166847,1571,2782
3557,3557,0,0,5,1,1.0,825,1165,477,1708,5325,18166847,1570,2783
3558,3558,0,0,5,1,1.0,276,1391,477,1708,5323,18166847,1567,2784
3559,3559,0,0,5,1,1.0,276,1391,729,1227,5324,18166847,1568,2785
3560,3560,0,0,5,1,0.5956,572,1003,203,768,2753,18186295,1572,2786
3561,3561,0,0,5,1,1.0,572,1003,645,1114,4808,18186295,1573,2787
3562,3562,0,0,5,0,0.7923,572,1003,203,768,4807,18186295,1572,2788
3563,3563,0,0,5,1,0.6114,572,1003,203,768,2129,18186295,1572,2790
3564,3564,0,0,5,1,1.0,336,892,1,1379,4173,18191555,1574,2791
3565,3565,0,0,5,1,1.0,653,1160,1,1379,4175,18191555,1575,2792
3566,3566,0,0,5,1,1.0,901,1173,1,1379,4174,18191555,1577,2793
3567,3567,0,0,5,1,1.0,697,1245,1,278,4484,18191555,1576,2794
3568,3568,0,0,5,1,1.0,336,892,1,278,4485,18191555,1574,2795
3569,3569,0,0,5,1,1.0,697,1245,1,278,1557,18191555,1576,2796
3570,3570,0,0,5,1,1.0,336,892,1,278,1558,18191555,1574,2797
3571,3571,0,0,5,1,1.0,336,892,1,278,3886,18191555,1574,2798
3572,3572,0,0,5,1,1.0,940,1264,527,394,1148,18194160,1579,2799
3573,3573,0,0,5,1,0.8055,940,1264,527,394,5567,18194160,1579,2801
3574,3574,0,0,5,1,1.0,940,1264,527,394,673,18194160,1579,2802
3575,3575,0,0,5,1,1.0,940,444,477,644,413,18194160,1578,2803
3576,3576,0,0,5,1,1.0,419,740,646,1684,1769,18234565,1585,2804
3577,3577,0,0,5,1,0.7924,419,740,474,1697,1768,18234565,1584,2805
3578,3578,0,0,5,1,1.0,419,740,646,1684,3938,18234565,1585,2806
3579,3579,0,0,5,1,1.0,419,740,474,1698,3937,18234565,1584,2807
3580,3580,0,0,5,0,0.5924,419,740,474,412,1295,18234565,1584,2808
3581,3581,0,0,5,1,1.0,419,739,646,1684,1909,18234565,1585,2809
3582,3582,0,0,5,1,1.0,477,839,508,1420,2454,18254068,1587,2810
3583,3583,0,0,5,1,1.0,477,839,786,206,2452,18254068,1590,2812
3584,3584,0,0,5,1,1.0,477,839,785,1044,2453,18254068,1589,2813
3585,3585,0,0,5,1,1.0,477,179,508,1420,5194,18254068,1587,2814
3586,3586,0,0,5,1,1.0,477,179,785,1044,5193,18254068,1589,2815
3587,3587,0,0,5,1,1.0,927,1230,786,205,911,18254068,1592,2816
3588,3588,0,0,5,1,1.0,700,1251,786,205,912,18254068,1591,2817
3589,3589,0,0,5,1,1.0,320,82,786,205,44,18254068,1586,2818
3590,3590,0,0,5,1,1.0,477,179,508,1419,4189,18254068,1587,2819
3591,3591,0,0,5,1,1.0,477,179,746,1780,4187,18254068,1588,2820
3592,3592,0,0,5,1,1.0,477,179,785,1044,4188,18254068,1589,2821
3593,3593,0,0,5,1,1.0,38,636,796,84,1773,18259972,1593,2823
3594,3594,0,0,5,1,1.0,38,98,796,84,76,18259972,1593,2824
3595,3595,0,0,5,1,1.0,38,636,796,84,2573,18259972,1593,2825
3596,3596,0,0,5,1,1.0,672,1211,258,866,4972,18262146,1594,2826
3597,3597,0,0,5,1,1.0,672,1211,258,866,4468,18262146,1594,2827
3598,3598,0,0,5,1,1.0,672,1211,258,866,4198,18262146,1594,2828
3599,3599,0,0,5,1,1.0,817,45,649,1127,2661,18266236,1598,2829
3600,3600,0,0,5,1,0.8178,371,656,649,1127,2660,18266236,1596,2830
3601,3601,0,0,5,1,1.0,817,44,649,213,24,18266236,1598,2831
3602,3602,0,0,5,1,1.0,371,75,649,213,17,18266236,1596,2832
3603,3603,0,0,5,1,1.0,817,43,649,212,3944,18266236,1598,2834
3604,3604,0,0,5,1,1.0,371,73,649,212,3943,18266236,1596,2835
3605,3605,0,0,5,1,0.8059999999999999,817,43,649,212,1457,18266236,1598,2836
3606,3606,0,0,5,1,1.0,371,73,649,212,1456,18266236,1596,2837
3607,3607,0,0,5,1,1.0,817,43,649,212,626,18266236,1598,2838
3608,3608,0,0,5,1,1.0,371,73,649,212,625,18266236,1596,2839
3609,3609,0,0,5,1,0.805,371,73,403,1171,3045,18266236,1595,2840
3610,3610,0,0,5,1,0.5932,817,43,403,1171,3046,18266236,1597,2841
3611,3611,0,0,5,1,1.0,817,43,649,212,4440,18266236,1598,2842
3612,3612,0,0,5,1,1.0,371,73,649,212,4439,18266236,1596,2843
3613,3613,0,0,5,1,0.4244,597,1072,878,550,3177,18286835,1604,2845
3614,3614,0,0,5,1,1.0,597,1072,355,1047,3176,18286835,1603,2846
3615,3615,0,0,5,1,1.0,569,998,735,757,4639,18286835,1602,2847
3616,3616,0,0,5,1,0.8216,569,998,378,1084,4640,18286835,1601,2848
3617,3617,0,0,5,0,0.6201,88,664,735,757,4637,18286835,1600,2849
3618,3618,0,0,5,1,1.0,88,664,378,1084,4638,18286835,1599,2850
3619,3619,0,0,5,1,1.0,762,1416,371,1072,1482,18305486,1605,2851
3620,3620,0,0,5,1,0.7879,762,1416,382,128,1481,18305486,1606,2852
3621,3621,0,0,5,1,0.6242,762,1416,537,1481,1308,18305486,1608,2853
3622,3622,0,0,5,1,1.0,762,1416,536,1486,1309,18305486,1607,2854
3623,3623,0,0,5,1,1.0,592,1061,169,690,1028,18327024,1610,2856
3624,3624,0,0,5,1,1.0,592,1061,254,858,1735,18327024,1611,2857
3625,3625,0,0,5,1,1.0,592,1061,142,860,1734,18327024,1609,2858
3626,3626,0,0,5,1,1.0,592,1061,169,690,1733,18327024,1610,2859
3627,3627,0,0,5,1,1.0,826,886,227,812,750,18331669,1613,2860
3628,3628,0,0,5,1,1.0,140,866,227,812,751,18331669,1612,2861
3629,3629,0,0,5,1,1.0,826,886,227,811,4745,18331669,1613,2862
3630,3630,0,0,5,1,1.0,140,866,227,811,4746,18331669,1612,2863
3631,3631,0,0,5,1,1.0,240,434,229,568,398,18341665,1615,2864
3632,3632,0,0,5,1,1.0,240,1229,229,569,3388,18341665,1615,2865
3633,3633,0,0,5,1,1.0,240,1229,229,5,5059,18341665,1615,2867
3634,3634,0,0,5,1,0.7894,240,1229,229,5,707,18341665,1615,2868
3635,3635,0,0,5,1,1.0,240,1229,229,5,2343,18341665,1615,2869
3636,3636,0,0,5,1,1.0,240,1229,25,1590,2344,18341665,1614,2870
3637,3637,0,0,5,1,1.0,136,955,407,1181,1180,18398748,1624,2871
3638,3638,0,0,5,1,1.0,824,993,426,1212,1179,18398748,1629,2872
3639,3639,0,0,5,1,1.0,280,788,407,1181,1176,18398748,1626,2873
3640,3640,0,0,5,1,1.0,824,993,407,1181,1178,18398748,1628,2874
3641,3641,0,0,5,1,1.0,280,788,426,1212,1177,18398748,1627,2875
3642,3642,0,0,5,1,1.0,909,1443,426,1212,1185,18398748,1631,2876
3643,3643,0,0,5,1,1.0,126,1008,426,1212,1183,18398748,1623,2878
3644,3644,0,0,5,1,1.0,909,1443,407,1181,1184,18398748,1630,2879
3645,3645,0,0,5,1,1.0,120,140,426,1212,1175,18398748,1621,2880
3646,3646,0,0,5,1,1.0,126,1008,407,1181,1182,18398748,1622,2881
3647,3647,0,0,5,1,1.0,136,955,426,1212,1181,18398748,1625,2882
3648,3648,0,0,5,1,1.0,120,140,407,1181,1174,18398748,1620,2883
3649,3649,0,0,5,1,1.0,120,140,426,1212,2510,18398748,1621,2884
3650,3650,0,0,5,1,1.0,120,140,407,1181,2509,18398748,1620,2885
3651,3651,0,0,5,1,0.7955,504,875,477,644,5237,18406100,1632,2886
3652,3652,0,0,5,1,1.0,787,1457,650,1062,2960,18422480,1634,2887
3653,3653,0,0,5,0,0.7979999999999999,787,1457,208,778,2961,18422480,1633,2890
3654,3654,0,0,5,1,1.0,787,1457,650,1062,4830,18422480,1634,2891
3655,3655,0,0,5,1,1.0,787,1457,812,847,3260,18422480,1635,2892
3656,3656,0,0,5,0,0.6081,60,51,250,791,1409,18454048,1638,2893
3657,3657,0,0,5,1,1.0,300,15,477,1273,5226,18454048,1639,2894
3658,3658,0,0,5,1,0.6165,301,22,477,1273,5225,18454048,1640,2895
3659,3659,0,0,5,1,1.0,215,1481,774,702,2747,18463509,1642,2896
3660,3660,0,0,5,1,1.0,215,1481,429,494,2748,18463509,1641,2897
3661,3661,0,0,5,1,1.0,215,1481,774,703,5103,18463509,1642,2898
3662,3662,0,0,5,1,1.0,215,1481,429,20,5104,18463509,1641,2899
3663,3663,0,0,5,0,1.0,915,315,364,1502,1,18471462,1644,2901
